Unnamed: 0,recipe,nutrition,value
10032,Eierballen,waarvan verzadigd,5 g
10033,Eierballen,vezels,1 g
10034,Spiegelei,energie,145 kcal
10035,Spiegelei,natrium,480 mg
10036,Spiegelei,eiwit,7 g
10037,Spiegelei,vet,13 g
10038,Spiegelei,waarvan verzadigd,7 g
10039,"Broodje met radijspesto, Zaanlander en radijsjes in ’t zuur",energie,590 kcal
10040,"Broodje met radijspesto, Zaanlander en radijsjes in ’t zuur",koolhydraten,45 g
10041,"Broodje met radijspesto, Zaanlander en radijsjes in ’t zuur",waarvan suikers,4 g
10042,"Broodje met radijspesto, Zaanlander en radijsjes in ’t zuur",natrium,760 mg
10043,"Broodje met radijspesto, Zaanlander en radijsjes in ’t zuur",eiwit,21 g
10044,"Broodje met radijspesto, Zaanlander en radijsjes in ’t zuur",vet,35 g
10045,"Broodje met radijspesto, Zaanlander en radijsjes in ’t zuur",waarvan verzadigd,10 g
10046,"Broodje met radijspesto, Zaanlander en radijsjes in ’t zuur",vezels,6 g
10047,Beefburger met hummus en spinazie,energie,575 kcal
10048,Beefburger met hummus en spinazie,koolhydraten,32 g
10049,Beefburger met hummus en spinazie,waarvan suikers,4 g
10050,Beefburger met hummus en spinazie,natrium,1160 mg
10051,Beefburger met hummus en spinazie,eiwit,39 g
10052,Beefburger met hummus en spinazie,vet,31 g
10053,Beefburger met hummus en spinazie,waarvan verzadigd,12 g
10054,Beefburger met hummus en spinazie,vezels,5 g
10055,Vegetarische wokschotel met bloemkoolrijst en sweet chilisaus ,energie,170 kcal
10056,Vegetarische wokschotel met bloemkoolrijst en sweet chilisaus ,koolhydraten,19 g
10057,Vegetarische wokschotel met bloemkoolrijst en sweet chilisaus ,waarvan suikers,14 g
10058,Vegetarische wokschotel met bloemkoolrijst en sweet chilisaus ,natrium,360 mg
10059,Vegetarische wokschotel met bloemkoolrijst en sweet chilisaus ,eiwit,14 g
10060,Vegetarische wokschotel met bloemkoolrijst en sweet chilisaus ,vet,3 g
10061,Vegetarische wokschotel met bloemkoolrijst en sweet chilisaus ,waarvan verzadigd,1 g
10062,Vegetarische wokschotel met bloemkoolrijst en sweet chilisaus ,vezels,6 g
10063,"Gezonde pastasalade met cottagecheese, avocado en pijnboompitten",energie,663 kcal
10064,"Gezonde pastasalade met cottagecheese, avocado en pijnboompitten",koolhydraten,58 g
10065,"Gezonde pastasalade met cottagecheese, avocado en pijnboompitten",waarvan suikers,9 g
10066,"Gezonde pastasalade met cottagecheese, avocado en pijnboompitten",natrium,160 mg
10067,"Gezonde pastasalade met cottagecheese, avocado en pijnboompitten",eiwit,24 g
10068,"Gezonde pastasalade met cottagecheese, avocado en pijnboompitten",vet,34 g
10069,"Gezonde pastasalade met cottagecheese, avocado en pijnboompitten",waarvan verzadigd,4 g
10070,"Gezonde pastasalade met cottagecheese, avocado en pijnboompitten",vezels,11 g
10071,"Volkorenpita’s met kipgehaktballetjes, biet en sesamsaus",energie,580 kcal
10072,"Volkorenpita’s met kipgehaktballetjes, biet en sesamsaus",koolhydraten,48 g
10073,"Volkorenpita’s met kipgehaktballetjes, biet en sesamsaus",waarvan suikers,10 g
10074,"Volkorenpita’s met kipgehaktballetjes, biet en sesamsaus",natrium,480 mg
10075,"Volkorenpita’s met kipgehaktballetjes, biet en sesamsaus",eiwit,25 g
10076,"Volkorenpita’s met kipgehaktballetjes, biet en sesamsaus",vet,29 g
10077,"Volkorenpita’s met kipgehaktballetjes, biet en sesamsaus",waarvan verzadigd,6 g
10078,"Volkorenpita’s met kipgehaktballetjes, biet en sesamsaus",vezels,14 g
10079,"Fusilli met tomaat, verse kruiden en Parmezaan",energie,610 kcal
10080,"Fusilli met tomaat, verse kruiden en Parmezaan",koolhydraten,74 g
10081,"Fusilli met tomaat, verse kruiden en Parmezaan",waarvan suikers,10 g
10082,"Fusilli met tomaat, verse kruiden en Parmezaan",natrium,240 mg
10083,"Fusilli met tomaat, verse kruiden en Parmezaan",eiwit,21 g
10084,"Fusilli met tomaat, verse kruiden en Parmezaan",vet,24 g
10085,"Fusilli met tomaat, verse kruiden en Parmezaan",waarvan verzadigd,12 g
10086,"Fusilli met tomaat, verse kruiden en Parmezaan",vezels,7 g
10087,Pantosti 'caprese',energie,570 kcal
10088,Pantosti 'caprese',koolhydraten,29 g
10089,Pantosti 'caprese',waarvan suikers,3 g
10090,Pantosti 'caprese',natrium,160 mg
10091,Pantosti 'caprese',eiwit,18 g
10092,Pantosti 'caprese',vet,41 g
10093,Pantosti 'caprese',waarvan verzadigd,11 g
10094,Pantosti 'caprese',vezels,6 g
10095,"Toast met ricotta, boontjes en dille (dilly beans)",energie,540 kcal
10096,"Toast met ricotta, boontjes en dille (dilly beans)",koolhydraten,45 g
10097,"Toast met ricotta, boontjes en dille (dilly beans)",waarvan suikers,6 g
10098,"Toast met ricotta, boontjes en dille (dilly beans)",natrium,800 mg
10099,"Toast met ricotta, boontjes en dille (dilly beans)",eiwit,19 g
10100,"Toast met ricotta, boontjes en dille (dilly beans)",vet,30 g
10101,"Toast met ricotta, boontjes en dille (dilly beans)",waarvan verzadigd,9 g
10102,"Toast met ricotta, boontjes en dille (dilly beans)",vezels,6 g
10103,Rösti van courgettespaghetti met burrata,energie,365 kcal
10104,Rösti van courgettespaghetti met burrata,koolhydraten,29 g
10105,Rösti van courgettespaghetti met burrata,waarvan suikers,11 g
10106,Rösti van courgettespaghetti met burrata,natrium,120 mg
10107,Rösti van courgettespaghetti met burrata,eiwit,10 g
10108,Rösti van courgettespaghetti met burrata,vet,22 g
10109,Rösti van courgettespaghetti met burrata,waarvan verzadigd,8 g
10110,Rösti van courgettespaghetti met burrata,vezels,4 g
10111,Bloemkoolbodemquiche met groente en kokosmelk,energie,420 kcal
10112,Bloemkoolbodemquiche met groente en kokosmelk,koolhydraten,12 g
10113,Bloemkoolbodemquiche met groente en kokosmelk,waarvan suikers,8 g
10114,Bloemkoolbodemquiche met groente en kokosmelk,natrium,440 mg
10115,Bloemkoolbodemquiche met groente en kokosmelk,eiwit,21 g
10116,Bloemkoolbodemquiche met groente en kokosmelk,vet,30 g
10117,Bloemkoolbodemquiche met groente en kokosmelk,waarvan verzadigd,13 g
10118,Bloemkoolbodemquiche met groente en kokosmelk,vezels,9 g
10119,Bloemkoolrijstwafels met pulled pork,energie,530 kcal
10120,Bloemkoolrijstwafels met pulled pork,koolhydraten,18 g
10121,Bloemkoolrijstwafels met pulled pork,waarvan suikers,14 g
10122,Bloemkoolrijstwafels met pulled pork,natrium,1600 mg
10123,Bloemkoolrijstwafels met pulled pork,eiwit,44 g
10124,Bloemkoolrijstwafels met pulled pork,vet,30 g
10125,Bloemkoolrijstwafels met pulled pork,waarvan verzadigd,16 g
10126,Bloemkoolrijstwafels met pulled pork,vezels,5 g
10127,Spaghetti met avocado-tuinbonensaus en spekjes,energie,585 kcal
10128,Spaghetti met avocado-tuinbonensaus en spekjes,koolhydraten,58 g
10129,Spaghetti met avocado-tuinbonensaus en spekjes,waarvan suikers,3 g
10130,Spaghetti met avocado-tuinbonensaus en spekjes,natrium,840 mg
10131,Spaghetti met avocado-tuinbonensaus en spekjes,eiwit,25 g
10132,Spaghetti met avocado-tuinbonensaus en spekjes,vet,26 g
10133,Spaghetti met avocado-tuinbonensaus en spekjes,waarvan verzadigd,8 g
10134,Spaghetti met avocado-tuinbonensaus en spekjes,vezels,10 g
10135,Paprika's met bonenvulling,energie,790 kcal
10136,Paprika's met bonenvulling,koolhydraten,71 g
10137,Paprika's met bonenvulling,waarvan suikers,11 g
10138,Paprika's met bonenvulling,natrium,440 mg
10139,Paprika's met bonenvulling,eiwit,28 g
10140,Paprika's met bonenvulling,vet,41 g
10141,Paprika's met bonenvulling,waarvan verzadigd,13 g
10142,Paprika's met bonenvulling,vezels,12 g
10143,Indiase balletjes met zoete aardappel,energie,665 kcal
10144,Indiase balletjes met zoete aardappel,koolhydraten,51 g
10145,Indiase balletjes met zoete aardappel,natrium,880 mg
10146,Indiase balletjes met zoete aardappel,eiwit,33 g
10147,Indiase balletjes met zoete aardappel,vet,34 g
10148,Indiase balletjes met zoete aardappel,waarvan verzadigd,15 g
10149,Indiase balletjes met zoete aardappel,vezels,12 g
10150,Gnocchiroerbak met spek &amp; courgette,energie,830 kcal
10151,Gnocchiroerbak met spek &amp; courgette,koolhydraten,95 g
10152,Gnocchiroerbak met spek &amp; courgette,natrium,1520 mg
10153,Gnocchiroerbak met spek &amp; courgette,eiwit,24 g
10154,Gnocchiroerbak met spek &amp; courgette,vet,38 g
10155,Gnocchiroerbak met spek &amp; courgette,waarvan verzadigd,18 g
10156,Gnocchiroerbak met spek &amp; courgette,vezels,6 g
10157,Kalkoenrolletjes met tapenade &amp; tortelloni ,energie,810 kcal
10158,Kalkoenrolletjes met tapenade &amp; tortelloni ,koolhydraten,65 g
10159,Kalkoenrolletjes met tapenade &amp; tortelloni ,natrium,1320 mg
10160,Kalkoenrolletjes met tapenade &amp; tortelloni ,eiwit,53 g
10161,Kalkoenrolletjes met tapenade &amp; tortelloni ,vet,36 g
10162,Kalkoenrolletjes met tapenade &amp; tortelloni ,waarvan verzadigd,8 g
10163,Kalkoenrolletjes met tapenade &amp; tortelloni ,vezels,9 g
10164,Bieten-geitenkaastaartjes met pastinaak &amp; rucola,energie,475 kcal
10165,Bieten-geitenkaastaartjes met pastinaak &amp; rucola,koolhydraten,26 g
10166,Bieten-geitenkaastaartjes met pastinaak &amp; rucola,natrium,320 mg
10167,Bieten-geitenkaastaartjes met pastinaak &amp; rucola,eiwit,25 g
10168,Bieten-geitenkaastaartjes met pastinaak &amp; rucola,vet,28 g
10169,Bieten-geitenkaastaartjes met pastinaak &amp; rucola,waarvan verzadigd,9 g
10170,Bieten-geitenkaastaartjes met pastinaak &amp; rucola,vezels,10 g
10171,Scones met mascarpone en mangojam ,energie,135 kcal
10172,Scones met mascarpone en mangojam ,koolhydraten,18 g
10173,Scones met mascarpone en mangojam ,waarvan suikers,1 g
10174,Scones met mascarpone en mangojam ,natrium,200 mg
10175,Scones met mascarpone en mangojam ,eiwit,3 g
10176,Scones met mascarpone en mangojam ,vet,5 g
10177,Scones met mascarpone en mangojam ,waarvan verzadigd,3 g
10178,Scones met mascarpone en mangojam ,vezels,1 g
10179,Scones met gember en slagroom,energie,135 kcal
10180,Scones met gember en slagroom,koolhydraten,18 g
10181,Scones met gember en slagroom,waarvan suikers,1 g
10182,Scones met gember en slagroom,natrium,200 mg
10183,Scones met gember en slagroom,eiwit,3 g
10184,Scones met gember en slagroom,vet,5 g
10185,Scones met gember en slagroom,waarvan verzadigd,3 g
10186,Scones met gember en slagroom,vezels,1 g
10187,Ramensoep met peultjes en garnalen,energie,440 kcal
10188,Ramensoep met peultjes en garnalen,koolhydraten,54 g
10189,Ramensoep met peultjes en garnalen,waarvan suikers,3 g
10190,Ramensoep met peultjes en garnalen,natrium,1800 mg
10191,Ramensoep met peultjes en garnalen,eiwit,25 g
10192,Ramensoep met peultjes en garnalen,vet,12 g
10193,Ramensoep met peultjes en garnalen,waarvan verzadigd,2 g
10194,Ramensoep met peultjes en garnalen,vezels,7 g
10195,Hartige scones met tomaat en tijm,energie,135 kcal
10196,Hartige scones met tomaat en tijm,koolhydraten,18 g
10197,Hartige scones met tomaat en tijm,waarvan suikers,1 g
10198,Hartige scones met tomaat en tijm,natrium,200 mg
10199,Hartige scones met tomaat en tijm,eiwit,3 g
10200,Hartige scones met tomaat en tijm,vet,5 g
10201,Hartige scones met tomaat en tijm,waarvan verzadigd,3 g
10202,Hartige scones met tomaat en tijm,vezels,1 g
10203,Gevulde eieren met truffel,energie,60 kcal
10204,Gevulde eieren met truffel,koolhydraten,1 g
10205,Gevulde eieren met truffel,natrium,80 mg
10206,Gevulde eieren met truffel,eiwit,3 g
10207,Gevulde eieren met truffel,vet,5 g
10208,Gevulde eieren met truffel,waarvan verzadigd,1 g
10209,Avocado-komkommer-perensap,energie,325 kcal
10210,Avocado-komkommer-perensap,koolhydraten,31 g
10211,Avocado-komkommer-perensap,waarvan suikers,31 g
10212,Avocado-komkommer-perensap,natrium,160 mg
10213,Avocado-komkommer-perensap,eiwit,3 g
10214,Avocado-komkommer-perensap,vet,19 g
10215,Avocado-komkommer-perensap,waarvan verzadigd,4 g
10216,Avocado-komkommer-perensap,vezels,7 g
10217,Wortel-gember-sinaasappel-citroensap,energie,125 kcal
10218,Wortel-gember-sinaasappel-citroensap,koolhydraten,26 g
10219,Wortel-gember-sinaasappel-citroensap,waarvan suikers,21 g
10220,Wortel-gember-sinaasappel-citroensap,natrium,40 mg
10221,Wortel-gember-sinaasappel-citroensap,eiwit,2 g
10222,Wortel-gember-sinaasappel-citroensap,vet,0.5 g
10223,Wortel-gember-sinaasappel-citroensap,waarvan verzadigd,0 g
10224,Wortel-gember-sinaasappel-citroensap,vezels,4 g
10225,Tropische smoothie,energie,140 kcal
10226,Tropische smoothie,koolhydraten,30 g
10227,Tropische smoothie,eiwit,1 g
10228,Tropische smoothie,vet,1 g
10229,Tropische smoothie,waarvan verzadigd,0 g
10230,Tropische smoothie,vezels,3 g
10231,Groene gevulde eieren,energie,60 kcal
10232,Groene gevulde eieren,koolhydraten,1 g
10233,Groene gevulde eieren,natrium,80 mg
10234,Groene gevulde eieren,eiwit,3 g
10235,Groene gevulde eieren,vet,5 g
10236,Groene gevulde eieren,waarvan verzadigd,1 g
10237,Pindakaassmoothie met banaan en kaneel,energie,325 kcal
10238,Pindakaassmoothie met banaan en kaneel,koolhydraten,39 g
10239,Pindakaassmoothie met banaan en kaneel,waarvan suikers,31 g
10240,Pindakaassmoothie met banaan en kaneel,natrium,80 mg
10241,Pindakaassmoothie met banaan en kaneel,eiwit,12 g
10242,Pindakaassmoothie met banaan en kaneel,vet,12 g
10243,Pindakaassmoothie met banaan en kaneel,waarvan verzadigd,4 g
10244,Pindakaassmoothie met banaan en kaneel,vezels,5 g
10245,"Smoothie met dadel, koffie en cacao",energie,285 kcal
10246,"Smoothie met dadel, koffie en cacao",koolhydraten,61 g
10247,"Smoothie met dadel, koffie en cacao",waarvan suikers,54 g
10248,"Smoothie met dadel, koffie en cacao",eiwit,4 g
10249,"Smoothie met dadel, koffie en cacao",vet,1 g
10250,"Smoothie met dadel, koffie en cacao",waarvan verzadigd,1 g
10251,"Smoothie met dadel, koffie en cacao",vezels,6 g
10252,Oranje gevulde eieren ,energie,60 kcal
10253,Oranje gevulde eieren ,koolhydraten,1 g
10254,Oranje gevulde eieren ,natrium,80 mg
10255,Oranje gevulde eieren ,eiwit,3 g
10256,Oranje gevulde eieren ,vet,5 g
10257,Oranje gevulde eieren ,waarvan verzadigd,1 g
10258,"Smoothie met aardbei, havermout en sojamelk",energie,175 kcal
10259,"Smoothie met aardbei, havermout en sojamelk",koolhydraten,19 g
10260,"Smoothie met aardbei, havermout en sojamelk",waarvan suikers,18 g
10261,"Smoothie met aardbei, havermout en sojamelk",natrium,240 mg
10262,"Smoothie met aardbei, havermout en sojamelk",eiwit,10 g
10263,"Smoothie met aardbei, havermout en sojamelk",vet,6 g
10264,"Smoothie met aardbei, havermout en sojamelk",waarvan verzadigd,1 g
10265,"Smoothie met aardbei, havermout en sojamelk",vezels,5 g
10266,Noedelsoep met chinese kool en tempé,energie,640 kcal
10267,Noedelsoep met chinese kool en tempé,koolhydraten,61 g
10268,Noedelsoep met chinese kool en tempé,waarvan suikers,13 g
10269,Noedelsoep met chinese kool en tempé,natrium,1000 mg
10270,Noedelsoep met chinese kool en tempé,eiwit,11 g
10271,Noedelsoep met chinese kool en tempé,vet,37 g
10272,Noedelsoep met chinese kool en tempé,waarvan verzadigd,19 g
10273,Noedelsoep met chinese kool en tempé,vezels,9 g
10274,Geroosterde bloemkool met groentefriet en sla ,energie,815 kcal
10275,Geroosterde bloemkool met groentefriet en sla ,koolhydraten,56 g
10276,Geroosterde bloemkool met groentefriet en sla ,waarvan suikers,14 g
10277,Geroosterde bloemkool met groentefriet en sla ,natrium,480 mg
10278,Geroosterde bloemkool met groentefriet en sla ,eiwit,18 g
10279,Geroosterde bloemkool met groentefriet en sla ,vet,55 g
10280,Geroosterde bloemkool met groentefriet en sla ,waarvan verzadigd,12 g
10281,Geroosterde bloemkool met groentefriet en sla ,vezels,13 g
10282,"Rijstnoedels met tofu, ei en taugé",energie,670 kcal
10283,"Rijstnoedels met tofu, ei en taugé",koolhydraten,54 g
10284,"Rijstnoedels met tofu, ei en taugé",waarvan suikers,8 g
10285,"Rijstnoedels met tofu, ei en taugé",natrium,1040 mg
10286,"Rijstnoedels met tofu, ei en taugé",eiwit,29 g
10287,"Rijstnoedels met tofu, ei en taugé",vet,35 g
10288,"Rijstnoedels met tofu, ei en taugé",waarvan verzadigd,6 g
10289,"Rijstnoedels met tofu, ei en taugé",vezels,12 g
10290,Paprika tortilla's met gehakt en avocadosaus  ,energie,815 kcal
10291,Paprika tortilla's met gehakt en avocadosaus  ,koolhydraten,43 g
10292,Paprika tortilla's met gehakt en avocadosaus  ,waarvan suikers,14 g
10293,Paprika tortilla's met gehakt en avocadosaus  ,natrium,800 mg
10294,Paprika tortilla's met gehakt en avocadosaus  ,eiwit,37 g
10295,Paprika tortilla's met gehakt en avocadosaus  ,vet,52 g
10296,Paprika tortilla's met gehakt en avocadosaus  ,waarvan verzadigd,13 g
10297,Paprika tortilla's met gehakt en avocadosaus  ,vezels,14 g
10298,Kaneelhaasjes van bladerdeeg,energie,140 kcal
10299,Kaneelhaasjes van bladerdeeg,koolhydraten,13 g
10300,Kaneelhaasjes van bladerdeeg,waarvan suikers,5 g
10301,Kaneelhaasjes van bladerdeeg,natrium,80 mg
10302,Kaneelhaasjes van bladerdeeg,eiwit,1 g
10303,Kaneelhaasjes van bladerdeeg,vet,9 g
10304,Kaneelhaasjes van bladerdeeg,waarvan verzadigd,5 g
10305,Caesarsalade met witte asperges,energie,345 kcal
10306,Caesarsalade met witte asperges,koolhydraten,7 g
10307,Caesarsalade met witte asperges,waarvan suikers,2 g
10308,Caesarsalade met witte asperges,natrium,960 mg
10309,Caesarsalade met witte asperges,eiwit,15 g
10310,Caesarsalade met witte asperges,vet,28 g
10311,Caesarsalade met witte asperges,waarvan verzadigd,6 g
10312,Caesarsalade met witte asperges,vezels,3 g
10313,Eierkoeken,energie,150 kcal
10314,Eierkoeken,koolhydraten,29 g
10315,Eierkoeken,waarvan suikers,17 g
10316,Eierkoeken,natrium,160 mg
10317,Eierkoeken,eiwit,4 g
10318,Eierkoeken,vet,2 g
10319,Eierkoeken,waarvan verzadigd,1 g
10320,Eierkoeken,vezels,1 g
10321,Scones,energie,135 kcal
10322,Scones,koolhydraten,18 g
10323,Scones,waarvan suikers,1 g
10324,Scones,natrium,200 mg
10325,Scones,eiwit,3 g
10326,Scones,vet,5 g
10327,Scones,waarvan verzadigd,3 g
10328,Scones,vezels,1 g
10329,Chocoladebroodjes,energie,139 kcal
10330,Chocoladebroodjes,koolhydraten,14 g
10331,Chocoladebroodjes,waarvan suikers,5 g
10332,Chocoladebroodjes,natrium,160 mg
10333,Chocoladebroodjes,eiwit,2 g
10334,Chocoladebroodjes,vet,8 g
10335,Chocoladebroodjes,waarvan verzadigd,4 g
10336,Chocoladebroodjes,vezels,1 g
10337,Turkse gepocheerde eieren met knoflookyoghurt (Çilbir),energie,570 kcal
10338,Turkse gepocheerde eieren met knoflookyoghurt (Çilbir),koolhydraten,54 g
10339,Turkse gepocheerde eieren met knoflookyoghurt (Çilbir),waarvan suikers,7 g
10340,Turkse gepocheerde eieren met knoflookyoghurt (Çilbir),natrium,320 mg
10341,Turkse gepocheerde eieren met knoflookyoghurt (Çilbir),eiwit,21 g
10342,Turkse gepocheerde eieren met knoflookyoghurt (Çilbir),vet,29 g
10343,Turkse gepocheerde eieren met knoflookyoghurt (Çilbir),waarvan verzadigd,17 g
10344,Turkse gepocheerde eieren met knoflookyoghurt (Çilbir),vezels,6 g
10345,"Bananentaart met noten, zaden &amp; Griekse yoghurt",energie,270 kcal
10346,"Bananentaart met noten, zaden &amp; Griekse yoghurt",koolhydraten,44 g
10347,"Bananentaart met noten, zaden &amp; Griekse yoghurt",waarvan suikers,17 g
10348,"Bananentaart met noten, zaden &amp; Griekse yoghurt",natrium,200 mg
10349,"Bananentaart met noten, zaden &amp; Griekse yoghurt",eiwit,8 g
10350,"Bananentaart met noten, zaden &amp; Griekse yoghurt",vet,6 g
10351,"Bananentaart met noten, zaden &amp; Griekse yoghurt",waarvan verzadigd,2 g
10352,"Bananentaart met noten, zaden &amp; Griekse yoghurt",vezels,3 g
10353,Romige pappardelle met garnalen,energie,700 kcal
10354,Romige pappardelle met garnalen,koolhydraten,72 g
10355,Romige pappardelle met garnalen,waarvan suikers,7 g
10356,Romige pappardelle met garnalen,natrium,400 mg
10357,Romige pappardelle met garnalen,eiwit,38 g
10358,Romige pappardelle met garnalen,vet,27 g
10359,Romige pappardelle met garnalen,waarvan verzadigd,17 g
10360,Romige pappardelle met garnalen,vezels,8 g
10361,Gevulde bloemkoolomelet met nasi &amp; snijbonen ,energie,590 kcal
10362,Gevulde bloemkoolomelet met nasi &amp; snijbonen ,koolhydraten,45 g
